,inci_all,inci_as,prev_all,prev_as,allmort_all,allmort_as,mortfordementia_all,mortfordementia_as,hw,HW_count,HW_days,HW_degree,HW_mean_length,HW_mean_degree,HW_max_degree,cw,gdp,temp,pop,year,mort_all,mort_as,popweight,sex_ratio,age_ratio,country,gnigroup
18,19.36442352,96.98464166,124.4373991,648.3452975,423.8871508,1234.217299,2286.03823334009,3460.8959263717,204.578140204483,2,6,10.1940819388532,3,5.09704096942662,5.38352181363416,-217.432824323983,3520551724,29.0289388020833,261928,0,1862.15108254009,2226.6786273717,0.00717383480554813,107.2,8.27,Brunei Darussalam,high income
19,114.0746337,101.8019842,773.7021452,717.1178389,1303.634982,1122.970264,2179.11718283291,3177.40607107912,194.895933707744,2.53750176230086,9.60883970111378,14.7241843434737,3.89507260679543,5.93661849700533,7.38323566609783,-224.518291587594,20632090909,27.5691702877284,8718289,0,875.482200832906,2054.43580707912,0.238781516573362,94.2,34.21,Bulgaria,mid and low income
20,22.8333671,78.94734311,151.3904659,505.1497479,1649.227359,1898.207357,3587.70861937086,5371.32158390611,182.368094327987,1.20103407486549,4.72736291830427,7.47997228003223,1.63310057109424,2.54883993616181,3.33961144532364,-249.566459835697,3101300642,38.3522018555902,9131361,0,1938.48126037086,3473.11422690611,0.250094970235427,99.3,4.54,Burkina Faso,mid and low income
21,25.15973102,86.81444914,167.8331068,578.1007814,1718.346342,2258.68557,2517.16139297494,3541.76827964412,152.011631175803,0.625514403292181,1.87654320987654,3.52297615462504,0.938271604938272,1.76148807731252,1.92162109368218,-306.618806295927,1132101253,25.2757110372888,5483793,0,798.815050974941,1283.08270964412,0.150193278648412,98.6,4.68,Burundi,mid and low income
22,13.0231794,74.51040063,85.36064064,476.1575482,1170.473315,1673.748134,3304.52303643817,5234.11581612306,184.173667558764,1.33272139674526,6.09884688199185,10.8240988248118,3.54722429388255,6.24926844135101,7.53383319577791,-265.729438094377,10795850107,35.0881598324893,11910540,0,2134.04972143817,3560.36768212306,0.326212724125994,NA,NA,C?te d'Ivoire,mid and low income
23,20.49303922,73.99726627,133.4814802,470.2243155,1122.668005,1502.860714,4031.81521431765,5437.8471161813,215.157218373959,3.89041121565393,18.7009127713011,31.8472189104763,4.32036202043137,7.80965625735432,11.6832329683537,-246.594406479279,12314482085,35.5350393709601,11430520,0,2909.14720931765,3934.9864021813,0.313065660110847,99.5,4.92,Cameroon,mid and low income
24,120.4493577,103.4840467,849.0135032,736.0192342,698.4347815,611.3802836,2789.9902369892,2988.00903265851,228.998317331717,4.53627090298749,16.5000905832627,28.8528903125523,3.56537532825096,6.20983978085045,8.79098957432561,-202.297878258867,5.9393e+11,24.8417476523034,27691138,0,2091.5554554892,2376.62874905851,0.758420824003682,98.8,28.25,Canada,high income
25,23.48344112,100.5640733,154.9606213,705.9004588,1721.989544,2358.873321,2082.73787942021,3141.72013964981,217.394748980761,2.32264043355977,9.36608139918688,16.1819174688788,3.92674092945759,6.79685054296973,8.26074787595955,-241.778263327292,1440711396,36.1076157053661,2809221,0,360.748335420208,782.846818649808,0.0769405614759657,100,5.2,Central African Republic,mid and low income
26,26.99837921,77.53982082,176.6844334,494.9684606,1639.393804,1733.604458,3628.46589970161,4623.269456858,247.232308119029,4.54034185542381,19.2511793327283,33.5671526046915,4.26294643449956,7.42062739881312,13.0976288912493,-195.86203858022,1738605558,39.99489657789,5827069,0,1989.07209570161,2889.664998858,0.15959511929435,100.8,4.9,Chad,mid and low income
27,54.14320427,88.63411744,366.5522058,605.0846992,571.2409821,802.1390292,2727.08393724799,3323.65903427888,221.453580115117,0.997130876289576,3.37811505640108,6.40195188072511,1.30585823575264,2.53334169911792,2.86323597704323,-233.555236568244,33113887819,20.5068339239014,13342868,0,2155.84295514799,2521.52000507888,0.365442147705608,98.5,18.6,Chile,high income
28,43.32489373,90.44053208,282.6749496,609.9342375,705.2877802,1127.419406,2788.89105531126,3837.95359085741,199.031949629678,2.01606461956407,7.23631512710836,12.0520504911005,2.88035775558407,4.81374134692823,5.76071410720693,-225.613158283495,3.60858e+11,30.4283525943181,1135185000,0,2083.60327511126,2710.53418485741,31.0911000875667,104.3,17.74,China,mid and low income
29,35.13306837,85.04897636,231.598038,556.5449437,521.20169,816.7564094,3552.6643045223,4155.56957291606,132.109654104548,0.376688627153047,1.20856893754419,1.9672784568448,1.05866172994323,1.70591431644486,1.76623238322065,-311.849812092671,47844090710,25.6465117773218,32601393,0,3031.4626145223,3338.81316351606,0.892905713832631,97.4,13.67,Colombia,mid and low income
30,25.38086464,96.25621228,168.9122685,672.222175,1243.699123,2003.135126,2222.39375821301,3649.68669175485,178.648259146777,0.700606515993243,2.52500302039242,4.2380651864464,1.96554045771486,3.29597574135166,3.40464150752094,-272.268078188223,2798746051,30.5022525302353,2385435,0,978.69463521301,1646.55156575485,0.0653336666159124,NA,NA,Congo,mid and low income
31,43.14018953,84.42625751,287.6895625,562.5535735,374.7316151,605.9927259,3930.29802045738,4187.00536972058,247.667021430484,3.92090541354678,18.3672433083742,37.6344853877336,4.66431419800901,9.55464893050378,13.2151966145708,-187.302327671603,5711687787,27.1440460061495,3158253,0,3555.56640535738,3581.01264382058,0.0865000507625256,100.1,15.47,Costa Rica,mid and low income
32,67.1236848,76.34292846,448.9507123,506.6005971,651.8252392,708.9564674,3591.72327122288,4058.19227369403,307.568572362282,10.4528612597777,50.6656031288596,99.971910945842,3.97561072813776,7.38475881040836,13.5839554621447,-168.470564892388,28645436569,32.9286327177402,10626680,0,2939.89803202288,3349.23580629403,0.291049627574838,98.6,23.78,Cuba,mid and low income
33,75.26893219,88.13111716,491.4457598,600.7122199,734.9945315,922.1840185,2514.32792197223,4047.20868239491,144.19316345537,2,7,12.8231973794487,3.5,6.41159868972436,6.99311721562928,-284.900336690393,5591130218,32.836780641975,788500,0,1779.33339047223,3125.02466389491,0.021595891787723,100.3,21.43,Cyprus,high income
34,129.4283858,101.9774484,911.7215412,730.7033567,1250.683887,998.6002061,2589.04793111847,3033.90335034436,203.620915936317,5.53799431799628,26.5986350128988,45.7363917648066,4.79767386169437,8.24706717819548,14.0710504870393,-217.520374688463,40728950705,23.5491457283346,10333355,0,1338.36404411847,2035.30314424436,0.283015873664079,97,32.06,Czech Republic,high income
35,157.9067263,91.20759211,1103.130967,638.367747,1151.866239,735.237617,2973.79425211984,3101.43113636974,241.311980008927,7.82731208307014,37.4926897656719,65.1257135977204,4.81150234259587,8.36054167357702,15.998730920132,-177.946317165304,1.38247e+11,20.4557562820145,5140939,0,1821.92801311984,2366.19351936974,0.140802995981338,99,32.1,Denmark,high income
36,12.79582349,86.51565732,84.30185477,584.9520694,851.4711663,1391.774566,2499.17206299683,4034.78995539049,248.515807971185,3.15950920245399,15.478527607362,23.5777520610009,5.30429447852761,8.18984969434202,12.7838630393194,-191.358577221198,452328087.3,39.9827851028286,577173,0,1647.70089669683,2643.01538939049,0.0158079462914337,98.6,7.25,Djibouti,mid and low income
37,31.39703932,78.36286188,207.8705402,509.9155131,539.2301941,763.5194727,3420.73095165796,4129.54172387975,141.315805758504,3.24308865586273,12.6657133778201,25.078602523621,3.97881580341066,7.7953070378691,10.5312506832176,-309.768124039883,7073675545,31.4707393982194,7129004,0,2881.50075755796,3366.02225117975,0.195253264347805,100.8,11.94,Dominican Republic,mid and low income
38,35.29113094,82.38065939,231.9588167,535.0217813,514.0340139,802.8741177,3427.95641619601,4108.92834803546,277.744856182201,3.34231292117248,14.6616382703135,27.1684559806779,3.81916583525002,6.9547854972523,8.663603345926,-152.255211141208,15239278100,29.2449279304579,10449837,0,2913.92240229601,3306.05423033546,0.286206149716352,99.7,12.03,Ecuador,mid and low income
39,36.32645335,104.6444108,239.8280909,713.2840566,835.3124521,1336.762556,2457.00624263277,3367.07077044178,170.251686676737,3.55982378970777,11.5035349858782,22.1478406183013,3.2273268215391,6.39325850493733,7.72173228221984,-271.639418321675,42978914311,34.4060316662494,57214630,0,1621.69379053277,2030.30821444178,1.56702721389297,102.3,8.94,Egypt,mid and low income
40,43.71693812,85.61688297,282.6566613,553.9522952,622.3702997,834.2025605,3968.0697275681,4047.89709227655,168.174331485195,0,0,0,0,0,0,-269.960920296496,4817542204,31.8953643798828,5367179,0,3345.6994278681,3213.69453177655,0.146999387304171,90.9,13.61,El Salvador,mid and low income
41,27.41176256,96.78839002,182.0586859,667.8640071,1677.573038,2100.218789,2129.76885987729,3036.5739408627,138.786216081099,0.397285067873303,1.19185520361991,1.91743509963954,1.19185520361991,1.91743509963954,1.91743509963954,-327.075186583368,112119406.5,29.9791608123044,465549,0,452.195821877286,936.355151862698,0.0127507239389761,112,3.9,Equatorial Guinea,mid and low income
42,18.33960567,88.27838247,120.8037439,585.4694039,1764.333751,2386.879382,2406.54296062756,3955.3254629093,201.597530067691,1.76681570849359,8.50840268957923,14.4625286168179,3.36375530114453,5.63358982563223,7.45564036189298,-250.490811835866,12175166763,27.0440161950892,47878073,0,642.209209627564,1568.4460809093,1.31131221751769,101,6.27,Ethiopia,mid and low income
43,24.2351602,86.94366142,156.7544187,576.7625793,603.6785368,1282.34021,3023.03323459679,4223.18441490471,208.581981827297,2,11,19.989224150911,5.5,9.99461207545549,11.0992252521834,-244.3708805084,1337024782,29.9363261631557,780430,0,2419.35469779679,2940.84420490471,0.0213748659833768,100.6,9.26,Fiji,mid and low income
44,134.8418105,93.49037663,915.9343508,645.2138459,985.0167475,722.6841975,3006.89001410908,3370.65047165318,207.476961317839,3.64081567971594,17.7099581129942,29.0770841856533,4.86903067320353,8.05401818242758,10.1144250114014,-218.868596306304,1.41438e+11,18.9943778441687,4986431,0,2021.87326660908,2647.96627415318,0.136571241956813,97.6,37.39,Finland,high income
45,133.5778155,85.13533891,906.3917001,575.4752794,889.8825172,625.3907777,3594.77213399077,3745.26544780022,221.233922954181,5.27929902118046,24.0707945538486,45.9577270999503,4.62454054691412,8.62618776722918,12.2757331728576,-211.038471098552,1.26918e+12,26.0955847592976,58044701,0,2704.88961679077,3119.87467010022,1.58976167615312,93.6,34.33,France,high income
46,40.00830243,97.44300475,275.9839282,694.6138809,1058.400995,1507.956173,3004.7650104431,3963.29180383357,147.026741650354,0.419753086419753,1.25925925925926,2.10121279101422,1.25925925925926,2.10121279101422,2.10121279101422,-312.618801230062,5952293766,29.9124512783778,983028,0,1946.3640154431,2455.33563083357,0.0269237366040605,103.8,5.98,Gabon,mid and low income
47,92.07618636,102.0801906,629.4736438,713.0012496,1052.061296,1096.452787,2446.83659303354,3122.15063753235,167.096663774834,1.48264144011756,5.15264511388685,8.02702346147428,3.26816219691403,5.13091735717863,5.35512572118931,-258.148954330371,7753501868,24.8565528013219,4802000,0,1394.77529703354,2025.69785053235,0.131519939587376,88.7,24.25,Georgia,mid and low income
48,165.7421563,97.22878274,1095.331199,658.2563699,1129.04956,725.9202597,3424.33387310097,3759.86577141059,210.292744589432,5.91212924381241,25.954360300895,47.5543381247989,4.47716327831839,8.15490915973825,13.9821122960019,-214.416475039078,1.77167e+12,24.1291391341513,79433029,0,2295.28431310097,3033.94551171059,2.1755575125619,97.4,34.35,Germany,high income
49,18.66974678,73.62141252,122.7853332,470.5114299,1001.457303,1479.624927,3341.96241526345,4796.16244068633,162.220631565043,1.24283224975107,5.74796462250337,10.6864351335985,2.77064297428689,5.15842778931305,6.70322601205453,-285.431242012765,5889174825,34.898524087496,15446982,0,2340.50511226345,3316.53751368633,0.423070832871154,99.5,5.36,Ghana,mid and low income
50,127.5072638,89.81938349,879.3203526,626.0301198,880.8422458,655.0122355,2758.24043629671,3291.02215666269,208.498943033376,3.93663463878124,18.64810176915,31.4112545123211,4.09203664908001,6.8669943487641,8.78915822395084,-216.956637733841,97891092003,30.7039126363712,10196792,0,1877.39819049671,2636.00992116269,0.279275607627038,96,35.41,Greece,high income
51,25.11861691,85.33046267,163.3462689,536.692309,914.1796251,1430.574733,3217.8902453033,4571.86060216115,109.161167701888,0,0,0,0,0,0,-343.157234223053,7650125217,27.9407297521384,9050115,0,2303.7106202033,3141.28586916115,0.247869758029738,98,8.3,Guatemala,mid and low income
52,29.82608048,76.05218001,193.5414785,480.18848,1757.223459,1771.175885,3884.56255231098,4928.30830302301,233.952501553721,1.36264433024094,6.56921177334312,11.5708482935806,3.85823655698681,6.93793875023316,7.86301628549349,-221.141009501382,2666750686,35.5444040813668,6354145,0,2127.33909331098,3157.13241802301,0.174030980118581,97.7,5.48,Guinea,mid and low income
53,18.19904122,75.9018538,119.4939156,480.6407053,1702.342693,2199.321298,3354.44450026876,4936.31423813575,211.173967402174,0.778947368421053,2.83421052631579,5.26673761620952,2.61783625730994,4.89302612337264,4.92309905612781,-231.389528665039,243961995.5,33.4786754309225,973551,0,1652.10180726876,2736.99294013575,0.0266641750739753,97.5,5.27,Guinea-Bissau,mid and low income
54,27.38859668,77.15251585,179.9212361,498.5384032,843.5906541,1483.712529,3231.56279215892,4117.6793358815,153.408007529251,0.345643104064847,1.05743235188938,1.81126288265463,0.662319704374776,1.13463444417704,1.15704046029603,-281.924031932317,396582263.3,32.0389328929644,747116,0,2387.97213805892,2633.9668068815,0.0204624429789175,95.8,11.22,Guyana,mid and low income
55,25.04418584,79.07560647,163.9150727,500.1888496,1321.906666,1792.261465,2689.00826165451,3777.68167465363,250.517997780204,4,24,47.6341040166614,6,11.9085260041653,27.347936576869,-203.086431158453,3096289800,32.2298456007434,6925331,0,1367.10159565451,1985.42020965363,0.189674951008451,98.2,8.43,Haiti,mid and low income
56,28.98607782,84.91088931,186.9376915,542.4760854,586.5355664,885.632556,3802.95403990265,4384.21612308737,166.248184116498,0.447137952777972,1.53317452532754,2.91910582310284,1.53317452532754,2.91910582310284,2.91910582310284,-272.605316505765,4923009552,30.713794646188,5053234,0,3216.41847350265,3498.58356708737,0.138400880966446,102,7.89,Honduras,mid and low income
57,108.3999586,90.0209262,759.3092698,629.2304292,679.8104596,588.1524826,3368.2805606649,3303.370616775,143.473114904732,1.89893313624204,6.63370877083049,9.58459178236932,3.32765803231833,4.80829420824229,5.45127768967294,-284.974871248322,6468736356,12.907369327058,254826,0,2688.4701010649,2715.218134175,0.00697932114229334,105.2,24.8,Iceland,high income
58,18.58025475,61.58701646,124.1553161,399.0440989,967.5487428,1593.81319,2277.68348213323,3958.67448072667,150.046860882833,2.15913533443695,9.59461403799924,12.1017950730202,3.64098869493592,4.53234506266376,6.39896944522953,-292.106670004457,3.20979e+11,36.7812641076423,870452165,0,1310.13473933323,2364.86129072667,23.8404448468347,106.7,10.05,India,mid and low income
59,29.13824307,83.88679601,192.6660379,553.1029313,741.090299,1211.127062,2638.78737862393,3462.10420996914,171.750015217376,1.4350405190639,6.64617352154659,12.1829009403399,2.60539493990724,4.77722931853394,6.46449367920838,-284.432115892078,1.06141e+11,30.5824341893028,182159874,0,1897.69707962393,2250.97714796914,4.98909946349937,101.4,9.6,Indonesia,mid and low income
60,37.44216158,106.510239,254.3730945,735.962011,675.1581601,1079.422527,3088.20855226102,3450.19551287682,187.991309844413,3.05673033038939,10.7865166797956,18.3525107210025,3.5908773900617,6.17802737188221,7.29083864881868,-229.951172079485,1.80408e+11,43.2437563665983,17658381,0,2413.05039216102,2370.77298587682,0.48363790136003,100.3,5.87,Iraq,mid and low income
61,98.20735683,89.58944314,666.9222045,622.4255148,854.5238326,796.1179715,2777.14276643191,3393.75219327047,239.591911790948,4.19358119561532,16.6032320036162,39.0043424362531,3.96087505179493,9.3196540227512,16.1436974490906,-204.279938978182,49305632408,18.9407111517753,3513974,0,1922.61893383191,2597.63422177047,0.0962427422306558,98.2,23.06,Ireland,high income
62,159.7718586,100.8680584,1142.973831,735.5179622,936.6082889,640.7199115,2224.33004155106,2769.53372002911,178.800455260747,4.45585507667741,13.9395844795796,24.0333027171801,3.33184323380583,5.70784189424211,6.88142258628948,-239.57431524267,1.18122e+12,25.6866664454455,56719240,0,1287.72175265106,2128.81380852911,1.55345918747227,95.1,37.12,Italy,high income
63,61.16417509,78.83291135,409.0501727,526.0965082,542.7388786,669.0839298,3789.34111864268,3866.2824943646,232.168286147157,5,21,36.2418081906614,4.2,7.24836163813228,13.0774300664192,-207.444539511319,4592224067,30.4865250126008,2392030,0,3246.60224004268,3197.1985645646,0.0655142942713849,98.5,13.77,Jamaica,mid and low income
64,116.6391263,95.81208635,771.575781,641.8206828,644.4901146,534.6580111,2928.49454148432,3356.85795228785,237.49753933846,3.3532867705838,11.9249045977944,20.3697837822169,3.37847782993291,5.64545588873898,7.15859170929223,-179.273992916017,3.13282e+12,29.5329966094833,123478000,0,2284.00442688432,2822.19994118785,3.38188652652436,94.6,48.64,Japan,high income
65,23.75584799,105.9844785,159.1354987,735.5244582,396.7224219,943.1835681,2797.94024989598,3530.73072560403,163.664979770583,2.00056521270411,7.00503454371679,11.9894908239751,3.50120977061204,5.9928946378034,6.25242810543466,-267.772084600505,4160003917,32.8933052553547,3480587,0,2401.21782799598,2587.54715750403,0.0953283198601843,107.7,6.33,Jordan,mid and low income
66,61.04441547,99.91262296,417.0753685,692.3198741,795.3625546,1049.111706,2677.32696854286,3066.53977507129,186.779947309521,2.34490112177094,8.78334447366016,14.876560708124,3.51646731069629,5.95213863927542,7.4061287350012,-221.725742918663,26932729103,27.468376613701,16348000,0,1881.96441394286,2017.42806907129,0.447748432397838,92.6,13.04,Kazakhstan,mid and low income
67,20.91437144,85.08801301,138.1793112,563.2241249,832.5441802,1299.767947,3161.37536586591,4190.18796366192,168.34722890123,1.24632123972695,4.63801487379257,7.7890200650196,1.85080780080353,3.09641529327814,3.65584503091215,-303.632550732147,8572359163,27.3025143807998,23162269,0,2328.83118566591,2890.42001666192,0.634381553433266,98.3,4.37,Kenya,mid and low income
68,46.22002979,105.9130477,302.5788886,732.1442009,535.075697,928.5714586,2507.53559975896,3513.15998656843,179.577088012072,1.02256119585452,3.74285237976161,5.95483221836492,3.17377955600011,5.04857384682802,5.16365372930396,-244.547139805284,2.83368e+11,28.8014264690377,42869283,0,1972.45990275896,2584.58852796843,1.17412859440111,99.8,23.28,Korea,high income
69,23.73941241,110.3375589,161.9410721,788.2108647,303.1859457,678.0914458,2763.82680005735,3250.46260936169,205.682225875542,2,11,18.6027742211237,5.5,9.30138711056185,9.52235500265309,-208.689006451162,18427777778,41.6318585795741,1674938,0,2460.64085435735,2572.37116356169,0.0458741658835068,156.1,4.47,Kuwait,high income
70,62.48523804,100.8705482,428.5445723,692.5062713,777.0100851,1012.045925,2957.31066478846,3056.88837160427,212.056902406854,4.42978969138621,18.8786898015095,34.1513152739165,4.29578687307428,7.74609380414312,13.5654882380898,-206.552791013609,2.675e+09,23.2835871260573,4391200,0,2180.30057968846,2044.84244660427,0.120268712768864,96.5,7.9,Kyrgyzstan,mid and low income
71,26.98261903,85.6752246,179.7856825,562.5260127,1419.026116,1868.867742,2495.84087876408,3558.31078529606,178.590053363467,1.73153429866901,5.72831651309054,8.99281246559154,3.32318633903759,5.19275767867977,5.48267670129813,-262.151335461738,865559856.2,33.6798497435387,4314443,0,1076.81476276408,1689.44304329606,0.118166447878629,101.6,6.83,Lao People's Democratic Republic,mid and low income
72,55.79245096,108.8023048,379.7122946,760.1545344,686.8404988,994.8240316,2916.86509431238,3616.79151617516,182.077349402623,3,11,19.1769784123218,3.66666666666667,6.39232613744059,8.73897040609427,-236.596908705805,2838485354,27.6590152863533,3593700,0,2230.02459551238,2621.96748457516,0.0984263238015727,94.2,11.67,Lebanon,mid and low income
73,35.50092127,90.76955632,236.98125,611.1268408,984.2573161,1435.837702,2773.07976390537,3527.30901849795,165.051912450678,0.12640099626401,0.37920298879203,0.573348350406003,0.37920298879203,0.573348350406003,0.573348350406003,-282.993709347422,596415104.5,25.2521265653839,1798997,0,1788.82244780537,2091.47131649795,0.0492719651724011,97.4,7.99,Lesotho,mid and low income
74,38.81446217,109.4764007,267.4533449,764.2382259,465.8045994,771.1185954,3680.0507227457,3882.49139658744,178.022685611537,2.26062981638815,8.71250551841427,16.099950538933,4.07891116641426,7.73839509932483,9.07394856707208,-247.054896051212,28901836158,34.018575470696,4236983,0,3214.2461233457,3111.37280118744,0.116044928819812,NA,NA,Libyan Arab Jamahiriya,mid and low income
75,128.784196,90.22263804,883.2206632,625.9575681,1004.593695,745.9522344,2791.03498560449,3290.59036262174,204.475291944372,6,27,48.2089949886809,4.5,8.03483249811349,13.9278916290104,-222.48051695705,12778792854,21.965096750567,381850,0,1786.44129060449,2544.63812822174,0.0104583275575676,101.3,21,Luxembourg,high income
76,24.19801067,82.47620795,160.1705338,543.5648423,1256.756367,1642.920495,2605.34157438139,3470.36947794149,169.062537075655,0.769865648120943,2.7596979976317,4.75538270290938,1.72795599360144,3.00238870311799,3.2597910993621,-267.358466775452,3931334871,29.2422979312218,11882762,0,1348.58520738139,1827.44898294149,0.325451924275544,100.5,5.55,Madagascar,mid and low income
77,21.25588176,85.36059725,140.7868569,567.3880533,1674.307711,2012.198682,2726.12874135412,4143.13190651031,224.354352103767,2.93411489649394,9.10612147751139,17.7004297973607,3.0934804683894,6.05248720463308,6.85613375668397,-213.649803617867,1880771556,31.0186399459035,9539665,0,1051.82103035412,2130.93322451031,0.261277835169472,94.6,4.84,Malawi,mid and low income
78,33.61055077,84.39929267,233.3813665,587.2127793,466.2327845,868.3293301,3074.75396284476,3651.71739204348,188.38681427433,1.17169859401487,5.63549641579047,10.0812453336283,2.71924166810436,4.80812968737409,6.48081632326914,-241.752817936001,44024178343,31.8695567956952,17517054,0,2608.52117834476,2783.38806194348,0.479767156149271,104.6,10.75,Malaysia,mid and low income
